,disc_A_loss,disc_B_loss,total_gen_AtoB_loss,total_gen_BtoA_loss,gen_AtoB_loss,gen_BtoA_loss,cycle_forward_loss,cycle_backward_loss,total_cycle_loss,ident_B_loss,ident_A_loss
0,0.09030947834253311,0.3180391192436218,3.2886898517608643,4.583922863006592,1.5114495754241943,2.8268165588378906,0.7556145191192627,0.7716509103775024,1.5272653102874756,0.24997496604919434,0.229840949177742
1,0.056313853710889816,0.3575036823749542,3.326253890991211,4.979330062866211,1.8254334926605225,3.449509859085083,0.6437485218048096,0.6663733124732971,1.310121774673462,0.19069866836071014,0.21969862282276154
2,0.4246269464492798,0.31792688369750977,3.7793145179748535,3.063398838043213,1.813038945198059,1.1811846494674683,0.7731508016586304,0.8437418937683105,1.616892695426941,0.34938278794288635,0.26532161235809326
3,0.9297006130218506,0.3704240322113037,2.9455559253692627,2.687422752380371,1.2095752954483032,0.9120528101921082,0.8032894134521484,0.7066309452056885,1.509920358657837,0.22606009244918823,0.2654494643211365
4,0.18690313398838043,0.298930287361145,4.413108825683594,3.9885663986206055,2.022198438644409,1.784239411354065,0.8084259033203125,1.1352429389953613,1.9436688423156738,0.44724151492118835,0.2606582045555115
5,0.2560558319091797,0.4258121848106384,3.153890609741211,4.489887237548828,1.2244192361831665,2.578061103820801,0.7778355479240417,0.8297911286354065,1.6076266765594482,0.32184451818466187,0.3041994273662567
6,0.4562855660915375,0.2688073515892029,3.7740986347198486,3.016451835632324,1.863718867301941,1.2622138261795044,0.618068516254425,0.9149718284606934,1.5330404043197632,0.37733936309814453,0.2211977243423462
7,0.5444380044937134,0.25725841522216797,3.3168766498565674,3.7856812477111816,1.195710301399231,1.749968409538269,0.7915979027748108,0.9395286440849304,1.7311265468597412,0.39003974199295044,0.3045864701271057
8,0.36528581380844116,0.3944844603538513,3.2234373092651367,6.60085916519165,1.4128252267837524,4.805605888366699,0.790652871131897,0.7706483602523804,1.5613012313842773,0.2493109405040741,0.23395207524299622
9,0.20755711197853088,0.3077479898929596,3.8649730682373047,3.538482904434204,1.71428644657135,1.6232950687408447,0.816895067691803,0.8746522068977356,1.6915473937988281,0.459139347076416,0.22364044189453125
