,disc_A_loss,disc_B_loss,total_gen_AtoB_loss,total_gen_BtoA_loss,gen_AtoB_loss,gen_BtoA_loss,cycle_forward_loss,cycle_backward_loss,total_cycle_loss,ident_B_loss,ident_A_loss
0,0.1277799904346466,0.6187933087348938,2.9598259925842285,4.640853404998779,0.664115309715271,2.765151262283325,0.4761001765727997,1.2704979181289673,1.7465980052947998,0.5491129159927368,0.12910419702529907
1,0.08699914813041687,0.41851240396499634,3.11295747756958,5.544683456420898,1.3553813695907593,3.9144458770751953,0.5412643551826477,0.9502691030502319,1.4915335178375244,0.2660427391529083,0.13870449364185333
2,0.07877972722053528,0.7451069355010986,2.0816869735717773,5.22944450378418,0.5369364023208618,3.846783399581909,0.5971289277076721,0.6792491674423218,1.2763780355453491,0.26837244629859924,0.10628338903188705
3,0.09095633029937744,0.5217814445495605,2.624752998352051,4.357270240783691,1.1393203735351562,3.1071083545684814,0.3793138265609741,0.7786328792572021,1.1579467058181763,0.327486127614975,0.09221506118774414
4,0.05527389049530029,0.48929205536842346,3.064664363861084,4.495118141174316,1.359168291091919,2.893550157546997,0.5318150520324707,0.93382728099823,1.4656423330307007,0.23985393345355988,0.13592568039894104
5,0.055104002356529236,0.5806670188903809,2.750839948654175,4.359137535095215,0.8822463154792786,2.7730557918548584,0.4879075884819031,0.9524722099304199,1.4403798580169678,0.42821383476257324,0.14570164680480957
6,0.23431573808193207,0.594154953956604,2.398270606994629,2.940883159637451,0.9777513742446899,1.5916999578475952,0.45130518078804016,0.7568352222442627,1.2081403732299805,0.2123790681362152,0.1410427987575531
7,0.22743231058120728,0.519994854927063,2.0818188190460205,5.329745292663574,0.926331639289856,4.154978275299072,0.5134750008583069,0.5104148387908936,1.0238898992538452,0.1315973401069641,0.15087684988975525
8,0.25326764583587646,0.4425777196884155,2.9853477478027344,3.2457199096679688,1.3031184673309326,1.6799119710922241,0.7272266149520874,0.705597996711731,1.4328246116638184,0.2494046837091446,0.13298310339450836
9,0.07263213396072388,0.3475680649280548,3.621809720993042,6.034158229827881,1.3918755054473877,4.060833930969238,0.6852966547012329,1.0909547805786133,1.7762515544891357,0.4536826014518738,0.19707264006137848
