1,93.452123
2,151.912653
3,223.166622
4,236.235759
5,205.919235
6,178.296034
7,160.540737
8,193.774384
9,212.119276
10,187.423605
11,274.143001
12,224.887946
13,259.125649
14,245.041126
15,223.672936
16,248.425856
17,255.684758
18,289.605561
19,280.633896
20,313.230931
